Kanji,Reading,Meaning,Level
はっきり,はっきり,clearly; plainly,4
花見,はなみ,cherry blossom viewing; flower viewing,4
林,はやし,wood; woods,4
払う,はらう,"to pay (e.g. money, bill); to brush off",4
番組,ばんぐみ,program (e.g. TV); programme,4
反対,はんたい,opposition; resistance,4
ハンドバッグ,ハンドバッグ,handbag; purse,4
日,ひ,Sunday; nth day (of the month),4
火,ひ,Tuesday; fire (second of the five elements),4
ピアノ,ピアノ,piano (instrument); piano (dynamic),4
冷える,ひえる,to grow cold; to get chilly,4
光,ひかり,light; illumination,4
光る,ひかる,to shine; to glitter,4
引き出し,ひきだし,drawer; withdrawal (of money from an account),4
引き出す,ひきだす,to pull out; to take out,4
ひげ,ひげ,self-abasement; self-depreciation,4
飛行場,ひこうじょう,airfield; airport,4
久しぶり,ひさしぶり,a long time (since the last time); first in a long time,4
美術館,びじゅつかん,art museum; art gallery,4
非常に,ひじょうに,very; extremely,4
びっくり,びっくり,to be surprised; to be amazed,4
引っ越す,ひっこす,to move (house); to change residence,4
必要,ひつよう,necessary; needed,4
ひどい,ひどい,cruel; heartless,4
開く,ひらく,to open; to undo,4
ビル,ビル,bill; check,4
昼間,ひるま,daytime; during the day,4
昼休み,ひるやすみ,lunch break; noon recess,4
拾う,ひろう,to pick up; to gather,4
ファックス,ファックス,fax; facsimile,4
増える,ふえる,to increase; to multiply,4
深い,ふかい,deep; profound,4
複雑,ふくざつ,complex; complicated,4
復習,ふくしゅう,review (of learned material); revision,4
部長,ぶちょう,"head (chief, director) of a section or department; head of a (school) club",4
普通,ふつう,normal; ordinary,4
ぶどう,ぶどう,inhuman; immoral,4
太る,ふとる,to put on weight; to gain weight,4
布団,ふとん,futon; round cushion used for Zen meditation (traditionally made of woven bulrush leaves),4
舟,ふね,ship; boat,4
不便,ふべん,inconvenience; inexpediency,4
踏む,ふむ,to step on; to tread on,4
降り出す,ふりだす,to begin to rain; to begin to snow,4
プレゼント,プレゼント,present; gift,4
文化,ぶんか,culture; civilization,4
文学,ぶんがく,literature,4
文法,ぶんぽう,grammar,4
別,べつ,lord (hereditary title for imperial descendants in outlying regions); distinction,4
ベル,ベル,bell; bel (unit),4
変,へん,strange; odd,4
返事,へんじ,reply; answer,4
貿易,ぼうえき,(foreign) trade; (international) commerce,4
放送,ほうそう,broadcasting; broadcast,4
法律,ほうりつ,law; legislation,4
僕,ぼく,I; me,4
星,ほし,"Chinese ""star"" constellation (one of the 28 mansions); Singapore",4
ほど,ほど,extent; degree,4
ほとんど,ほとんど,almost; nearly,4
ほめる,ほめる,to praise; to commend,4
翻訳,ほんやく,translation; deciphering,4
参る,まいる,to go; to come,4
負ける,まける,to lose; to be defeated,4
まじめ,まじめ,serious; earnest,4
まず,まず,to mix; to stir,4
または,または,or; either ... or ...,4
間違える,まちがえる,to make a mistake (in); to commit an error,4
間に合う,まにあう,"to be in time (for); to serve (suit, meet) the purpose",4
周り,まわり,circumference; girth,4
回る,まわる,to go around; to make a circle around,4
漫画,まんが,cartoon; comic,4
真中,まんなか,middle; centre,4
見える,みえる,to have an audience; to meet,4
湖,みずうみ,lake (in place names); lake,4
味噌,みそ,"miso; innards (from crabs, shrimps, etc.) resembling miso",4
見つかる,みつかる,to be found; to be discovered,4
見つける,みつける,to find; to discover,4
皆,みな,everyone; everybody,4
港,みなと,harbour; harbor,4
向かう,むかう,to face; to go towards,4
迎える,むかえる,to go out to meet; to receive,4
昔,むかし,the old days; the past,4
虫,むし,insect; bug,4
息子,むすこ,son; penis,4
娘,むすめ,unmarried woman; Miss,4
無理,むり,unreasonable; unnatural,4
召し上がる,めしあがる,to eat; to drink,4
珍しい,めずらしい,rare; uncommon,4
申し上げる,もうしあげる,to say; to tell,4
申す,もうす,to say; to be called,4
もうすぐ,もうすぐ,soon; shortly,4
もし,もし,excuse me! (when calling out to someone); if,4
もちろん,もちろん,of course; certainly,4
もっとも,もっとも,most; extremely,4
戻る,もどる,to turn back (e.g. half-way); to return,4
木綿,もめん,"string made of cut steamed, soaked mulberry bark fibers; cotton (material)",4
もらう,もらう,to receive; to take,4
森,もり,forest; shrine grove,4
焼く,やく,to burn; to roast,4
約束,やくそく,promise; agreement,4
役に立つ,やくにたつ,to be helpful; to be useful,4
焼ける,やける,to burn; to burn down,4
優しい,やさしい,tender; kind,4
痩せる,やせる,to become thin; to lose weight,4
やっと,やっと,at last; finally,4
やはり,やはり,as expected; sure enough,4
やはり,やっぱり,as expected; sure enough,4
やっぱり,やはり,as expected; sure enough,4
やっぱり,やっぱり,as expected; sure enough,4
止む,やむ,to cease; to stop,4
止める,やめる,to stop; to turn off,4
柔らかい,やわらかい,soft; tender,4
湯,ゆ,soup; hot water,4
輸出,ゆしゅつ,export; exportation,4
輸入,ゆにゅう,import; importation,4
指,ゆび,between (e.g. two people); face to face,4
指輪,ゆびわ,(finger) ring,4
夢,ゆめ,dream; hope,4
揺れる,ゆれる,to shake; to sway,4
用,よう,business; task,4
用意,ようい,preparation; arrangements,4
用事,ようじ,business; things to do,4
汚れる,よごれる,to be violated; to be corrupted,4
予習,よしゅう,preparation for a lesson,4
予定,よてい,plans; arrangement,4
予約,よやく,reservation; appointment,4
寄る,よる,to approach; to draw near,4
喜ぶ,よろこぶ,to be delighted; to be glad,4
よろしい,よろしい,good; OK,4
理由,りゆう,reason; grounds,4
利用,りよう,use; utilization,4
両方,りょうほう,both; both sides,4
旅館,りょかん,ryokan; traditional Japanese inn,4
留守,るす,absence; being away from home,4
冷房,れいぼう,air conditioning; air cooling,4
歴史,れきし,history,4
レジ,レジ,(cash) register; checkout (counter),4
レポート,レポート,report; paper,4
レポート,リポート,report; paper,4
リポート,レポート,report; paper,4
リポート,リポート,report; paper,4
連絡,れんらく,contacting; (making) contact,4
ワープロ,ワープロ,word processor,4
沸かす,わかす,to boil; to heat (a liquid),4
別れる,わかれる,to part (usu. of people); to part from,4
沸く,わく,to grow hot (e.g. water); to boil,4
訳,わけ,"translation; version (e.g. ""English version"")",4
忘れ物,わすれもの,lost article; thing left behind,4
笑う,わらう,to laugh; to smile,4
割合,わりあい,rate; ratio,4
割れる,われる,to break; to be smashed,4
泳ぎ方,およぎかた,way of swimming,4
会う,あう,to meet; to encounter,5
青,あお,blue; azure,5
青い,あおい,blue; azure,5
赤,あか,red; crimson,5
赤い,あかい,red; crimson,5
明い,あかるい,light; bright,5
秋,あき,time; hour,5
開く,あく,to open; to undo,5
開ける,あける,to open (e.g. one's robe); to bare (e.g. one's chest),5
上げる,あげる,to raise; to elevate,5
朝,あさ,morning; breakfast,5
朝御飯,あさごはん,breakfast,5
あさって,あさって,day after tomorrow; wrong (e.g. direction),5
足,あし,"counter for pairs of socks, shoes, etc.; foot",5
明日,あした,tomorrow; near future,5
あそこ,あそこ,there; over there,5
遊ぶ,あそぶ,to grow wild; to run to waste,5
暖かい,あたたかい,warm; mild,5
頭,あたま,top of ...; head of ...,5
新しい,あたらしい,new; novel,5
あちら,あちら,that way; that direction,5
暑い,あつい,hot; warm,5
熱い,あつい,"hot (to the touch); passionate (feelings, etc.)",5
厚い,あつい,thick; deep,5
あっち,あっち,that way; that direction,5
後,あと,after; rear,5
あなた,あなた,you; dear,5
兄,あに,you; Mr,5
姉,あね,honorific suffix used after the name of a woman of equal or higher status; older sister,5
あの,あの,that; those,5
あの,あの,that; those,5
アパート,アパート,apartment building; apartment block,5
あびる,あびる,to dash over oneself (e.g. water); to take (e.g. shower),5
危ない,あぶない,dangerous; risky,5
甘い,あまい,sweet-tasting; sweet,5
あまり,あまり,remainder; remnant,5
雨,あめ,rain; rainy day,5
飴,あめ,(hard) candy; toffee,5
洗う,あらう,to wash; to cleanse,5
ある,ある,to be; to exist,5
歩く,あるく,to walk,5
あれ,あれ,that; that thing,5
いい,いい,having fun; rejoicing,5
いい,よい,having fun; rejoicing,5
よい,いい,evening; early night hours,5
よい,よい,evening; early night hours,5
いいえ,いいえ,no; you're welcome,5
言う,いう,to say; to utter,5
家,いえ,shop; store,5
いかが,いかが,how; in what way,5
行く,いく,to go; to move (towards),5
いくつ,いくつ,how many; how old,5
いくら,いくら,how much; something over,5
池,いけ,pond,5
医者,いしゃ,doctor; physician,5
いす,いす,chair; seat,5
忙しい,いそがしい,busy; hectic,5
痛い,いたい,painful; sore,5
一,いち,one; 1,5
一日,いちにち,first day of the month; first ten days of the lunar month,5
いちばん,いちばん,number one; first,5
いつ,いつ,when; at what time,5
五日,いつか,5th day of the month; five days,5
一緒,いっしょ,(doing) together; one lump,5
五つ,いつつ,five; five years of age,5
いつも,いつも,always; all the time,5
犬,いぬ,dog (Canis (lupus) familiaris); canine,5
今,いま,now; the present time,5
意味,いみ,meaning; significance,5
妹,いもうと,darling (woman); dear,5
嫌,いや,disliking; not wanting,5
入口,いりぐち,entrance; entry,5
居る,いる,to be (of animate objects); to exist,5
要る,いる,to be needed; to be necessary,5
入れる,いれる,to put in; to let in,5
色,いろ,counter for colours; rupa (form),5
いろいろ,いろいろ,various; a variety of,5
上,うえ,above; over,5
後ろ,うしろ,back; behind,5
薄い,うすい,thin (of an object); pale,5
歌,うた,song; singing,5
歌う,うたう,"to sing; to sing of (love, beauty, etc.) in a poem",5
生まれる,うまれる,to be born,5
海,うみ,sea; ocean,5
売る,うる,to sell; to betray,5
煩い,うるさい,noisy; loud,5
上着,うわぎ,coat; jacket,5
絵,え,picture; drawing,5
映画,えいが,movie; film,5
映画館,えいがかん,movie theatre; movie theater,5
英語,えいご,English (language),5
ええ,ええ,yes; that is correct,5
駅,えき,railway station; train station,5
エレベーター,エレベーター,elevator; lift,5
鉛筆,えんぴつ,(wooden) pencil,5
おいしい,おいしい,good(-tasting); nice,5
多い,おおい,many; numerous,5
大きい,おおきい,big; large,5
大きな,おおきな,big; large,5
大勢,おおぜい,crowd of people; great number of people,5
お母さん,おかあさん,mother; mom,5
お菓子,おかし,confections; sweets,5
お金,おかね,money,5
起きる,おきる,to get up; to rise,5
置く,おく,to put; to place,5
奥さん,おくさん,wife; your wife,5
お酒,おさけ,alcohol; sake,5
お皿,おさら,plate; dish,5
伯父,おじいさん,uncle (one's father's older brother); uncle,5
叔父,おじいさん,uncle (one's father's younger brother); uncle,5
教える,おしえる,to teach; to instruct,5
伯父,おじさん,uncle (one's father's older brother); uncle,5
叔父,おじさん,uncle (one's father's younger brother); uncle,5
押す,おす,to push; to thrust,5
